id,lat,lon,name,address,neighborhood,source
osm-516244908,21.3861454,-157.9385834,,"Moanalua Road, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-516244909,21.3851709,-157.9377553,,"Moanalua Road, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-516244914,21.3844242,-157.9365636,,"Koauka Loop, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-516244919,21.386946,-157.9407056,,"Ualo Street, Pacific Village, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-516244941,21.3898966,-157.9414221,,"Kaonohi Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-516244942,21.3909315,-157.9405167,,"Kaonohi Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-517802261,21.2858723,-157.8221804,,"2563, Date Street, Moiliili, Waikīkī, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-517802266,21.2852365,-157.8214325,,"Lee’s Apt, 2558, Date Street, Moiliili, Waikīkī, Honolulu, Honolulu County, Hawaii, 96926, United States",honolulu,osm
osm-542032205,21.2852176,-157.8170425,,"Winam Avenue, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96186, United States",honolulu,osm
osm-542875056,21.3129088,-157.8331984,,"Makiki Heights Drive + Mott-Smith Drive, Makiki Heights Drive, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-542875057,21.3123541,-157.8335945,,"Mott-Smith Drive + Makiki Heights Drive, Mott Smith Drive, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-542875059,21.3131698,-157.8345571,,"Mauna Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-542875060,21.3122556,-157.8344788,,"Mauna Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-542875066,21.3123121,-157.8364393,,"Mott Smith Drive, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-543225229,21.3150003,-157.8344097,,"Pililani Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-543225243,21.3129901,-157.8362958,,"Kalawahine Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-543225244,21.3130355,-157.8361597,,"Kalawahine Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-543225255,21.3128372,-157.834659,,"2036, Mauna Place, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-543991231,21.6416242,-157.9200802,,"Laie Bike Path, Laie, Honolulu County, Hawaii, 96762, United States",laie,osm
osm-544661225,21.2962684,-157.8226614,,"Puaena Place, Moiliili, McCully, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-544908020,21.3002564,-157.7108831,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-544908140,21.3006895,-157.7112761,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-544963711,21.3086166,-157.7114299,,"988, Uwao Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-544964193,21.3082925,-157.7102175,,"Uwao Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-544964195,21.3075372,-157.7096877,,"992, Nanahonua Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-544964197,21.3070447,-157.7091469,,"894, Nanahonua Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545114302,21.3097966,-157.7129058,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545116138,21.3059977,-157.7117016,,"Kulani Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545118626,21.3029227,-157.7109408,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545118632,21.3019515,-157.7110139,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545121745,21.3042993,-157.7104913,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545121751,21.3034496,-157.7103661,,"Kahena Place, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545122696,21.3036026,-157.7099572,,"Kahena Place, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545123150,21.3048654,-157.7094897,,"Ainapo Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545123152,21.304711,-157.7094164,,"Ainapo Street + Hahaione Street, Ainapo Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545146527,21.2897844,-157.8149023,,"Waialae Place, 2845-47, Waialae Avenue, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96816, United States",honolulu,osm
osm-545300343,21.3010313,-157.7106501,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545312958,21.3024462,-157.7095236,,"Kii Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545313519,21.302366,-157.7093733,,"Kii Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545313525,21.3020286,-157.7088394,,"Kii Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545337616,21.299838,-157.7088073,,"Kii Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545339417,21.3003959,-157.7102132,,"6643, Kauna Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545340433,21.3002221,-157.7105122,,"Kalopa Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-545345628,21.2995514,-157.7094454,,"782, Kii Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545350394,21.298465,-157.7110139,,"Ainapo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-545351982,21.2987045,-157.7099204,,"Kii Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545568582,21.2995095,-157.7088754,,"767, Kii Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545568925,21.2983116,-157.7089201,,"779, Kapulena Loop, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-545569657,21.2982294,-157.7108677,,"Kapulena Loop, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-549194200,21.3009924,-157.708582,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549195662,21.2982735,-157.7086816,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549195669,21.2977535,-157.7100169,,"Pepeʻekeo Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-549195672,21.29776,-157.7097265,,"Pepeʻekeo Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549195675,21.2977432,-157.7093111,,"Pepeʻekeo Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549202461,21.3064836,-157.7099121,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549206204,21.3067638,-157.7100292,,"Hokulani Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-549207665,21.3071697,-157.7092319,,"Nanahonua Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549207683,21.3076312,-157.7099554,,"Nanahonua Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549207686,21.3073342,-157.7099664,,"893, Hokulani Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549208119,21.3068338,-157.709199,,"Hokulani Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549210985,21.2936957,-157.7077805,,"Hawai’i Kai Drive, Hahaione High Rise, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549210990,21.3106027,-157.7118053,,"999, Pukoo Place, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-549210994,21.3099931,-157.7123009,,"Hahaione Place, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-549210996,21.3098619,-157.7121171,,"Hahaione Place, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-549224072,21.3096969,-157.7103967,,"Pukoo Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-549225013,21.3081526,-157.7094345,,"Uwao Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549225020,21.3046468,-157.7073668,,"Waika Place, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549226139,21.3042886,-157.7083708,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549226142,21.3038624,-157.7081682,,"785, Hahaione Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549227065,21.3002051,-157.7080805,,"681, Hahaione Street, Hahaione Valley, Mariner's Cove, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549227977,21.2980969,-157.7079557,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549227980,21.2978549,-157.7078679,,"Hahaione Street, Hahaione Valley, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-549232084,21.2934787,-157.7111458,,"Hawai’i Kai Drive, Hahaione Valley, Hawai’i Kai, Marina Central, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-549232089,21.2927817,-157.7114767,,"6602, Hawai’i Kai Drive, Hahaione Valley, Marina Central, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-549624007,21.2911018,-157.7121381,,"Hawai’i Kai Drive, Hahaione Valley, Hawai’i Kai, Marina Central, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-550331311,21.295207,-157.7102962,,"Pepeʻekeo Street, Hahaione Valley, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-552290866,21.6986646,-157.9962521,,"West Kuilima Loop, Honolulu County, Hawaii, 96731, United States",unknown,osm
osm-556578768,21.421747,-157.8203211,,"Holokaa Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",unknown,osm
osm-556578771,21.4218061,-157.8194398,,"Holokaa Street, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-556578772,21.4218055,-157.8197621,,"Holokaa Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-587379676,21.3108557,-158.0069113,Parish,"Parish, Parish Drive, Ewa Beach, Honolulu County, Hawaii, 96706, United States",ewa-beach,osm
osm-595894319,21.4085411,-157.9596573,,"Leahi Swim School, Komo Mai Drive, Pearl City, Honolulu County, Hawaii, 96782, United States",pearl-city,osm
osm-595894320,21.4079134,-157.9699218,Manana pool,"Manana pool, Kuahaka Street, Pearl Highlands, Pearl City, Honolulu County, Hawaii, 96782, United States",pearl-city,osm
osm-606810114,21.287085,-157.8391493,,"Ala Moana Boulevard, Ala Moana, East Honolulu, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-606810536,21.2870171,-157.8392306,Marina Tower Waikiki Hot Tub,"Marina Tower Waikiki Hot Tub, Ala Moana Boulevard, Ala Moana, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-615578238,21.339183,-158.1240509,,"Pāpālua Shave Ice, 92-1185, Ali'inui Drive, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-615578240,21.3392804,-158.124793,,"Wailana Pool Bar, 92-1185, Ali'inui Drive, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-615578248,21.3387603,-158.1249626,,"Wailana Pool Bar, 92-1185, Ali'inui Drive, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-621637586,21.3258696,-158.0032962,,"Hanaloa Street, Ewa Beach, Honolulu County, Hawaii, 96706, United States",ewa-beach,osm
osm-631699356,21.3015069,-157.8246648,,"Alekoki Place, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-647162922,21.3787655,-157.7681654,,"Le Jardin Academy, 917, Kalanianaole Highway, Maunawili, East Honolulu, Kailua, Honolulu County, Hawaii, 96734, United States",unknown,osm
osm-650389557,21.3216592,-157.9795146,,"Iroquois Avenue, Iroquois Point, Ewa Beach, Honolulu County, Hawaii, 96853, United States",iroquois-point,osm
osm-663776703,21.3432082,-157.9569495,,"Joint Base Pearl Harbor-Hickam Main, Queen Liliʻuokalani Freeway, Hālawa, Waipahu, Honolulu County, Hawaii, 96701, United States",hickam-housing,osm
osm-676136130,21.3347945,-158.1225759,,"Waiali'i Place, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-676136131,21.335113,-158.1216505,,"Waiali'i Place, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-698064258,21.4399549,-158.1549917,,"Lualualei Homestead Road, Honolulu County, Hawaii, 96792, United States",maili,osm
osm-719114610,21.2595693,-157.7982684,,"Poka Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-719114619,21.2612368,-157.798828,,"Pokapahu Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-719114620,21.2612234,-157.7975379,,"Paikau Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-719114621,21.261193,-157.7973151,,"Kaualio Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-719114622,21.2607461,-157.7969584,,"Paikau Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-726999222,21.4231973,-157.815156,,"Kalaua Place, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-726999223,21.4230666,-157.8149634,,"Kalali Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-726999224,21.4231322,-157.8151137,,"Kalali Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-726999225,21.4229344,-157.8146509,,"Kalali Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-726999477,21.4231891,-157.8163716,,"Kupale Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-727000358,21.4246213,-157.8161306,,"Kalali Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-727000410,21.423836,-157.8153542,,"Kalaua Place, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-727000411,21.4229452,-157.814143,,"Kalali Street, Crown Terrace, Heeia, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-730041603,21.4091823,-157.7419914,,"Pilipu Place, Kailua, Honolulu County, Hawaii, 96735, United States",kailua,osm
osm-730311853,21.4089764,-157.7419943,,"Pueohala Place, Kailua, Honolulu County, Hawaii, 96735, United States",kailua,osm
osm-732217110,21.2859129,-157.8370284,,"343, Hobron Lane, McCully, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217111,21.2858733,-157.8365833,,"1849, Kaioo Drive, McCully, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217112,21.285454,-157.8380396,,"Kaioo Drive, McCully, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-732217114,21.2848371,-157.8366607,,"IHOP, 1850, Ala Moana Boulevard, McCully, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217115,21.2840304,-157.8384868,,"Kahanamoku Street, McCully, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-732217116,21.2866592,-157.8361916,,"Chateau Waikiki, 411, Hobron Lane, McCully, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217117,21.2881574,-157.8356381,,"Ala Wai Boulevard, McCully, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-732217118,21.2871787,-157.8351551,,"The Waipuna, 469, Ena Road, McCully, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217119,21.2858193,-157.8340205,,"Doubletree Alana Waikiki Hotel, Dudoit Lane, McCully, Honolulu, Honolulu County, Hawaii, 96830, United States",honolulu,osm
osm-732217120,21.2861384,-157.8337069,,"The Pavilion at Waikiki, 1925, Kalākaua Avenue, McCully, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217121,21.2869048,-157.832857,,"Cream Pot, 444, Niu Street, McCully, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-732217122,21.2873345,-157.8330597,,"McCully Street, McCully, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-736666421,21.2842599,-157.8297423,,"ʻOlohana Street, Waikīkī, Honolulu, Honolulu County, Hawaii, 96926, United States",honolulu,osm
osm-736666422,21.2848749,-157.829867,,"Ala Wai Garden Plaza, 2055, Ala Wai Boulevard, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666423,21.283391,-157.828472,,"Launiu Street, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666424,21.2830348,-157.8279819,,"445, Kaiolu Street, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666425,21.2825716,-157.8282503,Aloha Towers Condominium Pool,"123 Store, Lewers Street, Kalakaua Shopping District, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666426,21.2826079,-157.8287555,,"Kaiolu Sunrise, 430, Kaiolu Street, Waikīkī, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666427,21.2823414,-157.8292023,,"Four Paddle, 2140, Kūhiō Avenue, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666429,21.2832229,-157.8289102,,"Launiu Street, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-736666432,21.2837905,-157.8289377,,"Hale Moani, 2115, Ala Wai Boulevard, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-768058361,21.6809202,-158.0356873,,"Makanale Street, Sunset Beach, Waiale‘e, Honolulu County, Hawaii, United States",unknown,osm
osm-768063075,21.6803027,-158.0376972,,"Holawa Place, Sunset Beach, Waiale‘e, Honolulu County, Hawaii, United States",unknown,osm
osm-768067631,21.6765527,-158.0388844,,"Huelo Street, Sunset Beach, Waiale‘e, Honolulu County, Hawaii, United States",unknown,osm
osm-768067658,21.6760418,-158.0386842,,"Hoalua Street, Sunset Beach, Waiale‘e, Honolulu County, Hawaii, United States",unknown,osm
osm-768411952,21.6439177,-158.0644587,,"Kamehameha Highway, Pūpūkea, Honolulu County, Hawaii, United States",unknown,osm
osm-768411959,21.6433703,-158.0643695,,"Kamehameha Highway, Pūpūkea, Honolulu County, Hawaii, United States",unknown,osm
osm-770914302,21.3436624,-157.8700458,,"Kamehameha IV Road, Kalihi, Honolulu, Honolulu County, Hawaii, 96858, United States",kalihi,osm
osm-783841053,21.3253066,-157.8049092,,"3513, Kumu Street, Mānoa, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-798217187,21.3337426,-158.0662319,,"Villages of Kapolei Recreation Center, Kamaaha Loop, Villages of Kapolei, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-798217188,21.3337181,-158.0663381,,"Kamaaha Loop, Villages of Kapolei, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-798999563,21.316339,-157.8313592,,"Kolonahe Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-798999565,21.316176,-157.8308247,,"Kolonahe Place, Makiki, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-799186477,21.3367631,-158.0603478,,"Kekuilani Loop, Villages of Kapolei, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-799602842,21.3219766,-157.9793054,,"Kapilina Beach Homes Community Center, 101st Street, Iroquois Point, Ewa Beach, Honolulu County, Hawaii, 96853, United States",iroquois-point,osm
osm-800192137,21.3438368,-157.8699502,,"Kamehameha IV Road, Kalihi, Honolulu, Honolulu County, Hawaii, 96858, United States",kalihi,osm
osm-800192138,21.3436552,-157.869744,,"Kamehameha IV Road, Kalihi, Honolulu, Honolulu County, Hawaii, 96858, United States",kalihi,osm
osm-800537416,21.280153,-157.7868095,,"Keanu Street, Waialae-Kahala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",kaimuki,osm
osm-801800606,21.3264,-158.0758651,,"Kakala Street, Mehana, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-801824787,21.3362823,-158.0864422,,"Big Kahuna, Farrington Highway, City Center, Makakilo City, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-801824793,21.3361911,-158.085983,,"Farrington Highway, City Center, Makakilo City, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-804855303,21.2795666,-157.7837233,,"Kaimuki-Waialae YMCA, 4835, Kilauea Avenue, Waialae-Kahala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96816, United States",unknown,osm
osm-806665397,21.2851034,-157.6992041,,"Lunalilo Home Road, Marina East, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-806693929,21.2798685,-157.7856561,,"Keanu Street, Waialae-Kahala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-810639125,21.2748666,-157.7876555,,"Pueo Street, Waialae-Kahala, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-810858956,21.274985,-157.7844837,,"4411, Pahoa Avenue, Waialae-Kahala, Wailupe, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96816, United States",unknown,osm
osm-814798583,21.274611,-157.7061951,,"140, Lunalilo Home Road, Portlock, Koko Head, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-817962491,21.2849971,-157.8144735,,"Lukepane Avenue, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96186, United States",honolulu,osm
osm-819280120,21.2760837,-157.7053982,,"672, Po‘ipū Drive, Portlock, Koko Head, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-819656175,21.2918387,-157.7085321,,"Kumukahi Place, Hawai’i Kai, Marina Central, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-821716545,21.2785009,-157.823171,,"Wayfinder Waikiki, 2375, Ala Wai Boulevard, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",waikiki,osm
osm-821742695,21.2766375,-157.7029182,,"Nomilo Street, Lunalilo Park Makai, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",unknown,osm
osm-822370446,21.3024097,-157.8321591,,"Punahala Apartments, 1615, Wilder Avenue, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-824009762,21.287333,-157.7194996,,"Kawaihae Street, Hawai’i Kai, Kuliʻouʻou, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",niu-valley,osm
osm-824685919,21.2772546,-157.784096,,"Kealaolu Avenue, Waialae-Kahala, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-826395118,21.3513364,-157.9160055,,"3523, Ala Haukulu Place, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",salt-lake,osm
osm-826792119,21.3471087,-157.9103989,,"Likini Street, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",unknown,osm
osm-826792120,21.3468891,-157.9101768,,"Likini Street, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",unknown,osm
osm-826884814,21.3667713,-157.9222941,,"Lehia Street, Red Hill, Honolulu, Honolulu County, Hawaii, 96701, United States",pearl-harbor,osm
osm-826884833,21.3681022,-157.920852,,"Lehia Street, Red Hill, Honolulu, Honolulu County, Hawaii, 96701, United States",pearl-harbor,osm
osm-826884839,21.3687486,-157.9208087,,"Lehia Street, Red Hill, Honolulu, Honolulu County, Hawaii, 96701, United States",pearl-harbor,osm
